OBJECTID,NAME,STATE,LAT,LONG_,MRC,CGI_10mDEM,Shape_Leng,Title,UTM,Shape.STArea(),Shape.STLength()
431,Evart,MI,43.875,-85.250,43085-H3,no,47831.2373904,"Evart, MI",16N,139281503.30280048,47831.23733816102
432,Evergreen Shores,MI,45.875,-84.625,45084-H6,no,47164.7831809,"Evergreen Shores, MI",16N,134624270.86818084,47164.78317054425
433,Ewen,MI,46.500,-89.250,46089-E3,no,46958.7713677,"Ewen, MI",16N,133174314.15049252,46958.77142672505
434,Fairgrove,MI,43.500,-83.500,43083-E5,no,47961.8719358,"Fairgrove, MI",17N,140184338.9912504,47961.87191985779
435,Fairport,MI,45.500,-86.625,45086-E6,no,47285.5155852,"Fairport, MI",16N,135475912.7655841,47285.51557767786
436,Fairview,MI,44.625,-84.000,44084-F1,yes,47588.7587001,"Fairview, MI",16N,137581991.19101217,47588.758792772045
437,Falmouth,MI,44.125,-85.000,44085-B1,no,47748.4226208,"Falmouth, MI",16N,138704004.0868991,47748.42267589514
438,Fayette,MI,45.625,-86.625,45086-F6,no,47242.5869153,"Fayette, MI",16N,135176831.91949105,47242.58688766502
439,Felch,MI,45.875,-87.750,45087-H7,no,47162.3002173,"Felch, MI",16N,134610096.65760893,47162.300093416074
440,Feldtmann Lake,MI,47.750,-89.125,47089-G2,no,46508.8911284,"Feldtmann Lake, MI",16N,130050050.65764232,46508.891019297036
441,Feldtmann Lake OE W,MI,47.750,-89.250,47089-G3,no,46510.0031067,"Feldtmann Lake OE W, MI",16N,130056269.22868848,46510.003179120926
442,Feldtmann Ridge,MI,47.750,-89.000,47089-G1,no,46507.8581887,"Feldtmann Ridge, MI",16N,130044275.20794152,46507.85825927562
443,Fennville,MI,42.500,-86.000,42086-E1,no,48289.953329,"Fennville, MI",16N,142468615.72420195,48289.953403486434
444,Fenton,MI,42.750,-83.625,42083-G6,no,48202.8634031,"Fenton, MI",17N,141868376.74479192,48202.86340883783
445,Ferry,MI,43.500,-86.125,43086-E2,no,47959.7057111,"Ferry, MI",16N,140171674.5719667,47959.70568325598
446,Fibre,MI,46.125,-84.625,46084-B6,no,47080.2208186,"Fibre, MI",16N,134032479.14868964,47080.22092869885
447,Fife Lake,MI,44.500,-85.250,44085-E3,no,47623.0843122,"Fife Lake, MI",16N,137830357.32397884,47623.08439720436
448,Firesteel,MI,46.750,-89.125,46089-G2,no,46867.8002331,"Firesteel, MI",16N,132544739.71624456,46867.80023004785
449,Fish Point,MI,43.625,-83.500,43083-F5,no,47921.333128,"Fish Point, MI",17N,139901031.33997872,47921.333109843385
450,Flat Rock,MI,42.000,-83.250,42083-A3,no,48444.3486203,"Flat Rock, MI",17N,143550979.81597888,48444.34861221525
451,Flat Rock NE,MI,42.125,-83.250,42083-B3,no,48404.743205,"Flat Rock NE, MI",17N,143274630.9837594,48404.743114467885
452,Fletcher,MI,44.500,-84.875,44084-E8,no,47624.1237724,"Fletcher, MI",16N,137836373.14788112,47624.12377578747
453,Flint North,MI,43.000,-83.625,43083-A6,no,48122.4246741,"Flint North, MI",17N,141306898.8869634,48122.42453735353
454,Flint South,MI,42.875,-83.625,42083-H6,no,48162.6788551,"Flint South, MI",17N,141587902.23889077,48162.67879461354
455,Flower Creek,MI,43.375,-86.375,43086-D4,no,48003.6606439,"Flower Creek, MI",16N,140474831.34802943,48003.66056938142
456,Floyd,MI,43.500,-84.375,43084-E4,no,47956.069341,"Floyd, MI",16N,140150422.0323848,47956.06929346939
457,Floyd Lake,MI,44.250,-83.625,44083-C6,yes,47716.1544124,"Floyd Lake, MI",17N,138468107.44573247,47716.154545554156
458,Flushing,MI,43.000,-83.750,43083-A7,no,48121.5998255,"Flushing, MI",17N,141302055.6106687,48121.599874447085
459,Foote Site Village,MI,44.375,-83.375,44083-D4,yes,47678.2598827,"Foote Site Village, MI",17N,138199344.47564974,47678.25979982611
460,Ford River,MI,45.625,-87.125,45087-F2,no,47244.7006975,"Ford River, MI",16N,135188930.03411195,47244.700775498066
461,Forest Beach,MI,45.375,-85.000,45085-D1,no,47330.3892946,"Forest Beach, MI",16N,135786029.81157723,47330.38934703293
462,Forest Lake,MI,46.250,-86.750,46086-C7,no,47027.1675105,"Forest Lake, MI",16N,133675125.24582356,47027.1675445056
463,Forestville,MI,43.625,-82.500,43082-F5,no,47934.6973144,"Forestville, MI",17N,139979073.98410735,47934.6973331162
464,Fort Wilkins,MI,47.375,-87.750,47087-D7,no,46635.0729832,"Fort Wilkins, MI",16N,130939230.5850156,46635.0730180227
465,Foster City,MI,45.875,-87.625,45087-H6,no,47161.2982919,"Foster City, MI",16N,134604377.4005209,47161.29821129824
466,Four Corners,MI,46.875,-89.000,46089-H1,no,46821.6434928,"Four Corners, MI",16N,132226009.26232788,46821.6434949597
467,Four Corners OE N,MI,47.000,-89.000,47089-A1,no,46776.9665956,"Four Corners OE N, MI",16N,131915533.3424198,46776.96650687762
468,Fowlerville,MI,42.625,-84.000,42084-F1,no,48241.3199863,"Fowlerville, MI",16N,142138544.34619194,48241.31985750165
469,Frankenmuth,MI,43.250,-83.625,43083-C6,no,48041.7151931,"Frankenmuth, MI",17N,140743339.579404,48041.71513039373
470,Frankfort,MI,44.625,-86.125,44086-F2,yes,47581.8941611,"Frankfort, MI",16N,137542301.11143523,47581.89414553615
471,Frankfort OE W,MI,44.625,-86.250,44086-F3,yes,47582.3732618,"Frankfort OE W, MI",16N,137545069.9894815,47582.37325732156
472,Frederic,MI,44.750,-84.750,44084-G7,no,47541.4056805,"Frederic, MI",16N,137258162.41620845,47541.40572497333
473,Freedom,MI,45.625,-84.625,45084-F6,no,47249.0893069,"Freedom, MI",16N,135214046.14332643,47249.089344746746
474,Freeport,MI,42.750,-85.250,42085-G3,no,48201.9164517,"Freeport, MI",16N,141862801.23931637,48201.916329400934
475,Udell,MI,44.125,-86.000,44086-B1,no,47749.7966497,"Udell, MI",16N,138711987.1521786,47749.79659932636
476,Star Corners,MI,44.125,-86.125,44086-B2,no,47750.4182699,"Star Corners, MI",16N,138715598.42129323,47750.418230746895
477,Millerton,MI,44.000,-86.000,44086-A1,no,47791.7164429,"Millerton, MI",16N,139003788.47967845,47791.716406299
478,Free Soil,MI,44.000,-86.125,44086-A2,no,47792.3983363,"Free Soil, MI",16N,139007755.58516875,47792.398252492574
479,Fremont,MI,43.375,-85.875,43085-D8,no,47999.5078436,"Fremont, MI",16N,140450530.6514386,47999.5078471213
480,Frontier,MI,41.750,-84.500,41084-G5,no,48522.3338332,"Frontier, MI",16N,144096048.05222458,48522.33384269344
481,Fuller,MI,46.250,-89.000,46089-C1,no,47044.2726207,"Fuller, MI",16N,133772381.61010256,47044.27252274495
482,Gagetown,MI,43.625,-83.125,43083-F2,no,47925.551209,"Gagetown, MI",17N,139925662.9377305,47925.55137498815
483,Galesburg,MI,42.250,-85.375,42085-C4,no,48365.9189977,"Galesburg, MI",16N,143002781.1070619,48365.918996236534
484,Garden Corners,MI,45.875,-86.500,45086-H5,no,47156.3700187,"Garden Corners, MI",16N,134576248.6859505,47156.37002102202
485,Garden Island West,MI,45.750,-85.500,45085-G5,no,47200.78924,"Garden Island West, MI",16N,134884093.584354,47200.78923595395
486,Garden,MI,45.750,-86.500,45086-G5,no,47199.359542,"Garden, MI",16N,134875921.8450784,47199.35951321357
487,Garnet,MI,46.125,-85.250,46085-B3,no,47074.5698815,"Garnet, MI",16N,134000307.32225864,47074.569868843166
488,Gay,MI,47.125,-88.125,47088-B2,no,46725.2184539,"Gay, MI",16N,131565115.57688056,46725.218568155375
489,Gay OE E,MI,47.125,-88.000,47088-B1,no,46724.5557097,"Gay OE E, MI",16N,131561384.64930803,46724.55579067329
490,Gaylord,MI,45.000,-84.625,45084-A6,no,47458.7440548,"Gaylord, MI",16N,136679739.60121325,47458.743924482835
491,Germfask,MI,46.125,-85.875,46085-B8,yes,47071.2432414,"Germfask, MI",16N,133981366.29316178,47071.24326604687
492,Gibbs City,MI,46.125,-88.625,46088-B6,no,47083.6196859,"Gibbs City, MI",16N,134051832.9123544,47083.61966582353
493,Gilchrist,MI,46.125,-85.375,46085-B4,no,47073.7183679,"Gilchrist, MI",16N,133995457.96617188,47073.71837918076
494,Gilford,MI,43.375,-83.500,43083-D5,no,48002.3468472,"Gilford, MI",17N,140467143.00286925,48002.34691625733
495,Gilletts Lake,MI,42.250,-84.250,42084-C3,no,48361.5390752,"Gilletts Lake, MI",16N,142976882.13041705,48361.53901984331
496,Gills Pier,MI,45.000,-85.625,45085-A6,yes,47454.6117985,"Gills Pier, MI",16N,136655939.25735736,47454.61173489454
497,Gimlet Creek,MI,46.375,-85.250,46085-D3,no,46989.2557965,"Gimlet Creek, MI",16N,133403760.3996262,46989.255921647586
498,Gladstone,MI,45.750,-87.000,45087-G1,no,47200.8693491,"Gladstone, MI",16N,134884552.31417024,47200.869229557
499,Gladwin,MI,43.875,-84.375,43084-H4,no,47833.1250583,"Gladwin, MI",16N,139292497.77535865,47833.125031666495
500,Glen Arbor,MI,44.875,-85.875,44085-H8,yes,47496.8319461,"Glen Arbor, MI",16N,136950317.3406363,47496.83195508111
501,Glen Haven,MI,44.875,-86.000,44086-H1,yes,47497.0041874,"Glen Haven, MI",16N,136951310.4730998,47497.00411976684
502,Glenn,MI,42.500,-86.125,42086-E2,no,48291.3840966,"Glenn, MI",16N,142477057.9849131,48291.38419923154
503,Glennie,MI,44.500,-83.625,44083-E6,yes,47634.0888796,"Glennie, MI",17N,137894062.54943657,47634.088802820006
504,Glitter Lake,MI,46.375,-88.750,46088-D7,no,46996.6661081,"Glitter Lake, MI",16N,133445838.31967948,46996.66607979367
505,Glovers Corner,MI,46.875,-88.000,46088-H1,no,46812.9848185,"Glovers Corner, MI",16N,132177110.31401365,46812.984836563
506,Gobles East,MI,42.250,-85.750,42085-C7,no,48369.3218848,"Gobles East, MI",16N,143022905.62078765,48369.32187508153
507,Gobles West,MI,42.250,-85.875,42085-C8,no,48370.6688123,"Gobles West, MI",16N,143030869.7544706,48370.66888537599
508,Goetzville,MI,46.000,-84.000,46084-A1,no,47130.2865212,"Goetzville, MI",16N,134372831.41297016,47130.28648017954
509,Gogebic,MI,46.250,-89.500,46089-C5,no,47051.9381226,"Gogebic, MI",16N,133815980.79763296,47051.93817847644
510,Golden Lake,MI,46.125,-88.875,46088-B8,no,47086.8853401,"Golden Lake, MI",16N,134070426.01840416,47086.88522483115
511,Good Harbor Bay,MI,44.875,-85.750,44085-H7,yes,47496.7590172,"Good Harbor Bay, MI",16N,136949896.34680033,47496.75900413061
512,Goodar,MI,44.500,-83.875,44083-E8,yes,47631.2887526,"Goodar, MI",17N,137877850.95313537,47631.28879960551
513,Goodells,MI,42.875,-82.625,42082-H6,no,48172.7407413,"Goodells, MI",17N,141647070.59837604,48172.740803288325
514,Good Hart,MI,45.500,-85.000,45085-E1,no,47288.2403893,"Good Hart, MI",16N,135491524.0801225,47288.24027366348
515,Goodrich,MI,42.875,-83.500,42083-H5,no,48163.5587772,"Goodrich, MI",17N,141593076.61138627,48163.55884881536
516,Goose Island,MI,45.875,-84.375,45084-H4,no,47167.5021922,"Goose Island, MI",16N,134639794.69460544,47167.50220745379
517,Gooseneck Lake,MI,46.000,-86.500,46086-A5,yes,47113.3222463,"Gooseneck Lake, MI",16N,134276114.97087693,47113.32219336523
518,Gordonville,MI,43.500,-84.250,43084-E3,no,47956.58386,"Gordonville, MI",16N,140153427.79648256,47956.583866435474
519,Gould City,MI,46.000,-85.625,46085-A6,no,47115.0182527,"Gould City, MI",16N,134285781.0410204,47115.0182666771
520,Gourley,MI,45.500,-87.375,45087-E4,no,47289.5982365,"Gourley, MI",16N,135499306.73976624,47289.59825429789
521,Government Peak,MI,46.750,-89.625,46089-G6,no,46874.7620261,"Government Peak, MI",16N,132584117.35394788,46874.761975582805
522,Grace OE E,MI,45.500,-84.000,45084-E1,no,47297.9216238,"Grace OE E, MI",16N,135547011.12175015,47297.921753530856
523,Grace,MI,45.500,-84.125,45084-E2,no,47296.3736046,"Grace, MI",16N,135538136.44842356,47296.37364101789
524,Grand Haven,MI,43.000,-86.125,43086-A2,no,48126.0374488,"Grand Haven, MI",16N,141328116.39705765,48126.03740823686
525,Grand Haven OE W,MI,43.000,-86.250,43086-A3,no,48127.3174102,"Grand Haven OE W, MI",16N,141335633.97952804,48127.31739080656
526,Grand Marais,MI,46.625,-85.875,46085-F8,yes,46899.3259128,"Grand Marais, MI",16N,132780516.92754608,46899.326023759684
527,Grand Marais NE,MI,46.625,-85.750,46085-F7,no,46900.0198883,"Grand Marais NE, MI",16N,132784448.88598011,46900.01983906067
528,Grand Marais SE,MI,46.500,-85.750,46085-E7,no,46943.0347766,"Grand Marais SE, MI",16N,133085070.95512828,46943.03479376802
529,Grand Portal Point,MI,46.500,-86.375,46086-E4,yes,46940.7384283,"Grand Portal Point, MI",16N,133072049.85516123,46940.738393740554
530,Grand Rapids East,MI,42.875,-85.500,42085-H5,no,48162.3153101,"Grand Rapids East, MI",16N,141585765.85372573,48162.31541081257
531,Grand Rapids West,MI,42.875,-85.625,42085-H6,no,48163.1370391,"Grand Rapids West, MI",16N,141590597.87211353,48163.13708190686
532,Grand Sable Lake,MI,46.625,-86.000,46086-F1,yes,46898.7253366,"Grand Sable Lake, MI",16N,132777118.14350507,46898.72530226726
533,Grandville,MI,42.875,-85.750,42085-H7,no,48164.0605236,"Grandville, MI",16N,141596025.31434172,48164.060421852446
534,Granite Point,MI,46.750,-87.500,46087-G5,no,46854.6179253,"Granite Point, MI",16N,132470188.02534492,46854.61787372529
535,Grant,MI,43.250,-85.750,43085-C7,no,48040.1522765,"Grant, MI",16N,140734180.66664997,48040.152322047135
536,Grass Lake,MI,42.250,-84.125,42084-C2,no,48361.5968161,"Grass Lake, MI",16N,142977224.20395717,48361.596765236376
537,Graveraet River,MI,47.000,-88.750,47088-A7,no,46774.4158909,"Graveraet River, MI",16N,131901148.221284,46774.415809370206
538,Grawn,MI,44.625,-85.625,44085-F6,yes,47580.946923,"Grawn, MI",16N,137536825.2080061,47580.94686128897
539,Grayling,MI,44.625,-84.625,44084-F6,no,47583.7683829,"Grayling, MI",16N,137553138.33128864,47583.76841368835
540,Green,MI,46.750,-89.375,46089-G4,no,46871.1129945,"Green, MI",16N,132563477.32336383,46871.11283311236
541,Green Hills,MI,46.250,-87.625,46087-C6,no,47030.4044147,"Green Hills, MI",16N,133693525.1203615,47030.40435634875
